Airline,Source,Destination,Additional_Info,Price,Stop_No,Duration_Min,D_Month,D_Day,D_Hour,D_Minutes,A_Hour,A_Minutes,A_Month,A_Day
3,3,0,6,4804,0,155,6,21,11,30,14,5,0,0
3,3,0,6,7252,1,315,5,6,21,0,2,15,5,7
3,2,1,6,6069,1,275,6,3,7,35,12,10,0,0
4,2,1,6,15554,1,450,5,9,11,30,19,0,0,0
3,1,4,6,3850,0,165,5,18,15,40,18,25,0,0
1,2,1,6,12940,2,1470,5,18,18,45,19,15,5,19
8,3,0,6,8844,1,435,5,1,11,15,18,30,0,0
4,2,1,5,15190,1,715,6,12,7,5,19,0,0,0
4,0,5,5,9134,1,490,3,15,8,0,16,10,0,0
4,2,1,6,11822,1,940,4,9,20,55,12,35,4,10
6,2,1,6,15078,1,630,5,9,15,0,1,30,5,10
8,4,3,6,11005,0,85,3,1,22,45,0,10,3,2
3,2,1,6,7006,1,635,3,21,15,0,1,35,3,22
3,0,5,6,4259,1,295,3,9,16,55,21,50,0,0
1,2,1,6,11762,2,1305,3,9,21,30,19,15,3,10
4,0,5,5,8147,1,1445,3,24,8,55,9,0,3,19
8,3,0,7,3841,0,155,5,27,6,55,9,30,0,0
3,3,0,6,4174,0,155,4,3,17,15,19,50,0,0
4,2,1,5,12898,1,655,5,27,17,30,4,25,5,28
8,2,1,6,5583,1,380,6,6,15,45,22,5,0,0
4,2,1,5,10262,1,450,6,6,11,30,19,0,0,0
4,0,2,6,7229,0,165,5,6,6,0,8,45,0,0
4,2,1,6,15129,2,1375,5,21,5,30,4,25,5,22
10,0,2,6,4668,0,170,6,9,21,0,23,50,0,0
3,0,2,6,4990,0,175,4,18,18,25,21,20,0,0
3,3,0,6,6985,0,165,3,24,22,10,0,55,3,25
3,0,2,6,4823,0,180,4,3,16,55,19,55,0,0
10,3,0,6,9345,1,700,5,18,7,10,18,50,0,0
4,3,0,5,10844,1,1575,5,15,14,5,16,20,5,16
4,2,1,6,14657,2,1620,5,9,9,35,12,35,5,10
3,2,1,6,6818,1,665,6,3,5,5,16,10,0,0
1,2,1,6,11543,2,1545,5,15,5,55,7,40,5,16
8,4,3,7,2175,0,85,3,24,22,45,0,10,3,25
4,3,0,5,10844,1,1285,6,6,18,55,16,20,6,7
4,4,3,6,8040,0,85,4,1,7,5,8,30,0,0
4,3,0,6,14571,1,740,6,6,8,25,20,45,0,0
4,3,0,6,14571,1,330,6,9,6,30,12,0,0,0
4,2,1,5,12898,1,1235,5,21,16,0,12,35,5,22
6,2,1,6,14848,1,555,6,12,10,0,19,15,0,0
6,2,1,6,8283,1,390,5,18,19,0,1,30,5,19
4,0,2,6,7229,0,175,4,21,15,15,18,10,0,0
6,2,1,6,8405,1,830,5,18,11,40,1,30,5,19
4,2,1,6,19266,2,1365,3,3,5,40,4,25,3,4
1,2,1,6,11038,1,875,3,6,17,40,8,15,3,7
4,0,2,6,8016,0,185,6,12,18,55,22,0,0,0
8,1,4,6,3384,0,140,3,21,17,45,20,5,0,0
3,2,1,6,6573,1,415,4,9,18,35,1,30,4,10
4,2,1,6,12819,2,1195,6,24,23,5,19,0,6,25
4,2,1,6,15129,2,1125,5,21,9,40,4,25,5,22
3,0,2,6,3943,0,170,6,27,23,30,2,20,6,28
4,0,5,5,7832,1,805,3,24,22,50,12,15,3,19
3,0,5,6,6860,0,175,3,24,7,10,10,5,0,0
3,0,2,6,4823,0,175,5,12,18,25,21,20,0,0
1,0,2,6,5228,0,165,5,6,17,0,19,45,0,0
4,3,0,6,13364,1,345,4,1,14,5,19,50,0,0
4,0,5,6,13555,1,885,3,18,16,55,7,40,3,16
3,1,4,6,5277,0,140,3,6,22,5,0,25,3,7
1,3,0,6,13243,2,1100,5,12,7,0,1,20,5,13
6,2,1,6,9794,1,780,5,9,6,0,19,0,0,0
4,0,2,6,8016,0,165,6,6,6,0,8,45,0,0
6,2,1,6,13377,1,480,6,1,17,30,1,30,6,2
4,3,0,6,12692,1,1745,6,9,17,0,22,5,6,10
1,3,0,6,10697,2,610,6,6,8,20,18,30,0,0
8,1,4,6,3384,0,155,3,27,9,30,12,5,0,0
3,2,1,6,6734,1,940,5,9,6,50,22,30,0,0
4,3,0,5,10844,1,800,6,6,20,0,9,20,6,7
1,0,2,6,5228,0,170,5,24,21,5,23,55,0,0
1,3,0,6,8891,1,1545,5,24,9,25,11,10,5,25
3,1,4,6,3384,0,140,3,27,7,55,10,15,0,0
6,2,1,6,17057,1,780,3,3,8,0,21,0,0,0
3,3,0,6,3480,1,265,4,3,19,20,23,45,0,0
8,0,2,6,4423,0,170,5,3,9,30,12,20,0,0
4,3,0,6,14178,1,1330,6,9,6,30,4,40,6,10
8,2,1,7,4760,1,270,6,24,8,45,13,15,0,0
4,3,0,6,14151,1,800,4,1,20,25,9,45,4,2
4,3,0,6,12681,1,1220,4,1,20,0,16,20,4,2
4,2,1,5,4886,0,195,4,3,11,0,14,15,0,0
0,3,0,6,3807,0,155,6,21,10,20,12,55,0,0
3,3,0,6,4804,0,155,5,18,4,40,7,15,0,0
3,0,5,6,5694,1,290,3,9,7,30,12,20,0,0
6,2,1,6,10197,1,600,5,24,9,0,19,0,0,0
3,0,2,6,4077,0,170,6,15,23,30,2,20,6,16
4,3,0,6,14781,1,705,5,1,6,30,18,15,0,0
3,3,0,6,5224,0,155,5,9,11,30,14,5,0,0
3,3,0,6,4804,0,160,4,24,21,25,0,5,4,25
4,3,0,5,8586,1,1330,5,21,6,30,4,40,5,22
1,3,0,6,7662,1,1515,5,21,12,0,13,15,5,22
4,2,1,6,18550,1,535,3,3,9,55,18,50,0,0
10,3,0,6,8610,1,385,6,12,17,0,23,25,0,0
4,0,2,6,7229,0,180,5,1,7,10,10,10,0,0
1,3,0,6,12009,2,1165,6,6,10,0,5,25,6,7
4,3,0,6,14151,1,1685,5,18,17,0,21,5,5,19
1,2,1,6,4729,0,170,4,9,5,10,8,0,0,0
1,2,1,6,7931,0,170,3,3,5,10,8,0,0,0
4,2,1,5,12898,1,1505,5,21,11,30,12,35,5,22
4,2,1,6,16289,1,1295,3,9,6,50,4,25,3,10
4,2,1,6,13292,2,1295,6,3,21,25,19,0,6,4
6,2,1,6,7618,1,780,5,27,8,0,21,0,0,0
6,2,1,6,13377,1,435,6,15,18,15,1,30,6,16
0,3,0,6,5192,1,955,6,12,7,35,23,30,0,0
6,2,1,5,7268,1,455,6,24,11,40,19,15,0,0
4,3,0,5,12384,1,800,5,24,20,25,9,45,5,25
3,0,5,6,5694,0,170,3,15,4,0,6,50,0,0
4,0,5,6,16338,2,420,3,18,8,55,15,55,0,0
6,2,1,6,7198,1,750,6,6,13,0,1,30,6,7
4,2,1,5,6540,1,650,3,21,8,0,18,50,0,0
4,4,3,5,3210,0,90,6,3,19,35,21,5,0,0
8,3,0,6,3873,0,155,6,18,6,55,9,30,0,0
0,0,2,6,4483,0,165,4,21,11,10,13,55,0,0
0,2,1,6,6752,1,340,5,15,16,45,22,25,0,0
3,0,2,6,4823,0,175,4,12,7,10,10,5,0,0
1,3,0,6,10203,1,745,5,6,20,30,8,55,5,7
8,3,0,6,3873,0,140,5,18,22,20,0,40,5,19
8,4,3,6,2017,0,80,3,27,13,10,14,30,0,0
4,3,0,5,8586,1,1215,6,6,8,25,4,40,6,7
4,0,5,0,31825,1,695,3,1,22,50,10,25,3,2
1,3,0,6,16057,2,1665,5,15,10,0,13,45,5,16
4,2,1,5,10262,1,1570,6,6,2,15,4,25,6,7
3,2,1,6,6593,1,305,6,1,20,25,1,30,6,2
8,0,2,6,3971,0,175,6,24,21,10,0,5,6,25
4,2,1,6,16289,1,1415,3,9,19,15,18,50,3,10
4,3,0,5,9314,1,1450,5,1,9,35,9,45,5,2
4,0,2,5,4030,0,180,5,21,17,45,20,45,0,0
6,2,1,6,13587,1,420,6,12,14,0,21,0,0,0
4,3,0,5,9314,1,1295,5,1,20,25,18,0,5,2
0,2,1,6,6253,1,625,6,15,20,45,7,10,6,16
0,3,0,6,5192,1,955,4,15,7,35,23,30,0,0
1,3,0,6,16372,2,1700,5,1,9,25,13,45,5,2
10,0,2,6,5403,0,170,4,24,11,30,14,20,0,0
6,2,1,6,11200,1,440,3,27,11,30,18,50,0,0
3,1,4,6,3858,0,145,6,12,11,35,14,0,0,0
3,3,0,6,4174,0,155,4,6,15,30,18,5,0,0
1,2,1,6,5411,0,185,4,27,18,5,21,10,0,0
3,4,3,6,3175,0,90,5,15,16,55,18,25,0,0
3,1,4,6,3858,0,140,5,24,14,45,17,5,0,0
4,3,0,6,13941,1,520,5,1,20,0,4,40,5,2
1,2,1,6,12182,2,1800,6,15,13,15,19,15,6,16
3,0,2,6,4990,0,180,6,21,16,55,19,55,0,0
4,3,0,5,10539,1,1540,6,9,20,25,22,5,6,10
3,0,5,6,6860,0,175,3,9,10,5,13,0,0,0
10,2,1,6,8001,0,175,3,6,14,55,17,50,0,0
4,2,1,5,10262,1,1210,6,27,22,50,19,0,6,28
10,3,0,6,8085,1,385,5,6,17,0,23,25,0,0
3,0,2,6,3419,0,170,6,27,0,25,3,15,0,0
1,3,0,6,15164,2,1665,5,1,10,0,13,45,5,2
3,3,0,6,6565,0,165,3,24,17,15,20,0,0,0
4,2,1,5,9254,2,805,3,27,5,25,18,50,0,0
0,3,0,6,6857,1,220,6,6,6,50,10,30,0,0
1,3,0,6,12140,2,1100,5,12,7,0,1,20,5,13
8,3,0,7,3841,0,145,6,6,9,0,11,25,0,0
4,3,0,6,14781,1,685,5,6,8,25,19,50,0,0
1,2,1,6,8372,1,1300,5,18,10,0,7,40,5,19
1,3,0,6,8607,3,1830,4,1,16,45,23,15,4,2
6,2,1,6,13587,1,660,6,24,10,0,21,0,0,0
4,2,1,6,15554,1,450,5,18,20,55,4,25,5,19
4,3,0,5,10844,1,1360,5,21,21,10,19,50,5,22
3,4,3,6,4392,0,90,5,24,12,0,13,30,0,0
1,0,2,6,6961,0,165,5,27,17,0,19,45,0,0
1,2,1,6,8907,1,795,5,18,9,45,23,0,0,0
3,2,1,6,6442,1,835,6,15,8,35,22,30,0,0
4,3,0,5,8586,1,570,5,15,14,5,23,35,0,0
1,2,1,6,13486,2,1820,5,15,12,55,19,15,5,16
1,4,3,6,3100,0,75,6,6,19,30,20,45,0,0
4,2,1,5,15812,2,2070,3,6,17,55,4,25,3,8
1,2,1,6,5201,0,185,4,24,18,5,21,10,0,0
3,2,1,6,9413,2,825,3,3,7,35,21,20,0,0
1,2,1,6,13591,2,1380,6,6,20,15,19,15,6,7
4,4,3,6,5678,0,85,6,1,2,55,4,20,0,0
1,0,5,6,6781,1,895,3,3,8,15,23,10,0,0
4,0,5,5,7832,1,1005,3,21,18,40,11,25,3,19
4,2,1,5,14053,1,1610,3,9,16,0,18,50,3,10
4,3,0,5,10703,1,800,5,9,20,25,9,45,5,10
6,2,1,6,13727,1,480,5,15,17,30,1,30,5,16
6,2,1,6,7408,1,480,6,24,13,0,21,0,0,0
4,0,5,6,20800,1,1280,3,1,14,5,11,25,3,2
1,2,1,6,11911,2,1100,6,3,13,20,7,40,6,4
10,0,2,6,5403,0,160,4,3,7,0,9,40,0,0
4,3,0,5,13469,1,575,6,6,9,35,19,10,0,0
4,2,1,5,11270,2,910,6,6,21,25,12,35,6,7
0,2,1,6,6152,1,590,6,24,20,45,6,35,6,25
4,2,1,6,12452,1,1225,3,27,8,0,4,25,3,28
4,3,0,5,10844,1,1430,5,15,16,30,16,20,5,16
3,2,1,6,8216,1,635,5,18,11,55,22,30,0,0
4,3,0,6,13626,1,800,6,12,6,30,19,50,0,0
6,2,1,6,7084,2,855,3,6,7,5,21,20,0,0
6,2,1,6,7575,1,860,5,9,4,55,19,15,0,0
1,0,5,6,6781,1,1475,3,3,8,15,8,50,3,7
4,0,2,5,6478,0,180,6,6,7,10,10,10,0,0
8,4,3,7,2385,0,80,3,15,5,45,7,5,0,0
6,2,1,6,9385,1,480,5,18,13,0,21,0,0,0
2,0,2,6,5048,0,175,4,18,7,45,10,40,0,0
3,2,1,6,5058,1,305,6,12,20,25,1,30,6,13
7,2,1,6,11269,1,440,3,21,6,0,13,20,0,0
6,2,1,6,7363,1,390,4,9,19,0,1,30,4,10
1,2,1,6,11762,2,1305,3,9,21,30,19,15,3,10
4,2,1,6,15764,1,800,3,6,15,5,4,25,3,7
4,2,1,5,10262,1,1105,6,12,10,0,4,25,6,13
4,2,1,5,10919,2,1320,6,3,14,35,12,35,6,4
4,2,1,5,10262,1,1530,6,15,17,30,19,0,6,16
1,3,0,6,11883,2,1045,5,6,5,50,23,15,0,0
8,3,0,6,3847,0,140,3,21,22,20,0,40,3,22
4,4,3,6,5678,0,90,6,12,19,35,21,5,0,0
10,3,0,6,8662,1,930,5,12,7,10,22,40,0,0
4,2,1,5,12898,1,865,5,27,14,0,4,25,5,28
8,0,2,6,4423,0,175,5,12,21,10,0,5,5,13
1,2,1,6,8991,1,875,6,12,17,40,8,15,6,13
8,2,1,6,5409,1,295,5,15,17,55,22,50,0,0
3,2,1,6,6442,1,455,4,27,8,35,16,10,0,0
1,3,0,6,9941,2,590,5,24,12,0,21,50,0,0
3,2,1,6,6494,2,880,3,21,6,40,21,20,0,0
6,2,1,6,7198,1,510,6,24,17,0,1,30,6,25
8,0,5,6,7110,0,170,3,9,5,45,8,35,0,0
4,0,5,5,11087,1,875,3,12,18,55,9,30,3,13
3,3,0,6,4804,0,155,5,9,20,20,22,55,0,0
3,0,2,6,4823,0,175,6,15,7,10,10,5,0,0
4,3,0,6,14151,1,575,5,12,9,35,19,10,0,0
6,2,1,5,10791,1,780,6,27,6,0,19,0,0,0
10,3,0,6,7980,1,1555,4,1,7,10,9,5,4,2
1,2,1,6,6587,1,1535,4,27,5,15,6,50,4,28
10,1,4,6,3687,0,135,5,6,7,5,9,20,0,0
1,2,1,6,13307,2,1470,5,15,18,45,19,15,5,16
1,4,3,6,2050,0,85,3,24,15,0,16,25,0,0
6,2,1,6,10197,1,600,5,9,9,0,19,0,0,0
10,0,2,6,4668,0,170,6,24,21,0,23,50,0,0
3,0,2,6,4990,0,170,5,24,13,0,15,50,0,0
3,4,3,6,4049,0,90,5,24,6,25,7,55,0,0
6,2,1,6,7933,1,720,6,15,9,0,21,0,0,0
3,4,3,6,4049,0,90,5,6,9,10,10,40,0,0
4,2,1,5,6645,1,1280,3,27,7,5,4,25,3,28
4,4,3,6,8040,0,90,6,18,8,45,10,15,0,0
6,2,1,6,8098,1,755,3,21,13,0,1,35,3,22
4,2,1,5,10262,1,1005,6,3,2,15,19,0,0,0
4,0,5,6,12284,1,780,3,18,18,40,7,40,3,16
4,2,1,5,10262,1,1680,6,3,15,0,19,0,6,4
3,0,2,6,4990,0,170,4,12,20,0,22,50,0,0
1,0,5,6,12568,2,1030,3,18,17,25,10,35,3,16
4,3,0,5,11841,1,570,5,6,14,5,23,35,0,0
4,2,1,6,18371,1,620,6,15,2,15,12,35,0,0
8,0,5,6,23267,1,475,3,1,10,20,18,15,0,0
4,3,0,6,13067,1,840,5,1,9,35,23,35,0,0
3,1,4,6,5277,0,140,6,21,22,5,0,25,6,22
1,2,1,6,13879,2,865,5,27,17,15,7,40,5,28
3,3,0,6,4174,0,155,4,9,17,15,19,50,0,0
1,2,1,6,10178,2,1410,5,9,19,45,19,15,5,10
4,2,1,6,13882,2,1000,6,12,11,45,4,25,6,13
10,0,2,6,4878,0,165,5,21,19,30,22,15,0,0
10,0,2,6,4668,0,170,6,27,9,45,12,35,0,0
4,3,0,5,10844,1,1595,5,21,20,0,22,35,5,22
6,2,1,6,7005,1,735,6,27,8,45,21,0,0,0
4,2,1,5,12898,1,620,5,21,2,15,12,35,0,0
1,2,1,6,9929,1,925,6,15,3,50,19,15,0,0
4,2,1,6,14714,1,540,6,1,10,0,19,0,0,0
1,2,1,6,6094,0,170,4,21,5,10,8,0,0,0
4,0,5,6,16736,1,680,3,6,11,40,23,0,0,0
4,0,2,6,7229,0,175,4,3,11,10,14,5,0,0
6,2,1,6,8882,1,460,5,18,4,55,12,35,0,0
6,2,1,6,10197,1,660,5,9,8,0,19,0,0,0
3,3,0,6,4804,0,155,5,12,20,20,22,55,0,0
3,2,1,6,13628,1,350,3,3,7,30,13,20,0,0
10,2,1,6,6216,0,190,5,27,14,40,17,50,0,0
1,2,1,6,7480,1,1535,5,21,5,15,6,50,5,22
1,3,0,6,11936,1,375,6,12,10,0,16,15,0,0
8,1,4,6,3859,0,135,3,18,8,20,10,35,0,0
4,3,0,5,8586,1,845,5,12,20,0,10,5,5,13
10,0,5,6,21730,0,175,3,1,21,10,0,5,3,2
3,2,1,6,6628,1,500,6,1,17,10,1,30,6,2
1,3,0,6,10151,2,1195,5,1,12,0,7,55,5,2
4,3,0,6,11467,1,1285,5,21,17,0,14,25,5,22
3,2,1,6,7010,1,295,6,15,5,10,10,5,0,0
4,0,2,6,7229,0,180,4,3,17,45,20,45,0,0
3,0,5,6,8033,0,180,3,9,13,10,16,10,0,0
4,0,2,6,7229,0,175,5,18,11,10,14,5,0,0
3,3,0,6,6911,1,315,6,9,21,0,2,15,6,10
4,2,1,6,14300,2,1380,6,27,20,0,19,0,6,28
1,3,0,6,13033,2,1100,6,9,7,0,1,20,6,10
3,0,2,6,3943,0,170,5,24,4,0,6,50,0,0
8,0,5,6,6205,0,175,3,9,9,35,12,30,0,0
3,2,1,6,14871,1,570,3,6,11,30,21,0,0,0
4,4,3,6,5678,0,85,5,18,2,55,4,20,0,0
6,2,1,6,16108,1,465,6,1,11,30,19,15,0,0
4,0,5,6,17261,1,775,3,6,20,35,9,30,3,7
8,0,2,6,3311,0,160,5,12,5,55,8,35,0,0
3,3,0,6,4174,0,155,4,12,11,30,14,5,0,0
3,0,2,6,4823,0,170,6,9,16,55,19,45,0,0
1,0,5,6,8425,1,920,3,9,22,0,13,20,3,13
4,0,2,6,7229,0,175,5,15,11,10,14,5,0,0
2,2,1,6,5281,1,540,6,9,10,35,19,35,0,0
4,2,1,6,17549,1,1225,3,9,8,0,4,25,3,10
6,2,1,6,13797,1,780,6,3,8,0,21,0,0,0
3,0,2,6,4823,0,170,4,12,8,30,11,20,0,0
1,2,1,6,7258,1,955,6,3,17,40,9,35,6,4
6,2,1,6,18192,1,765,3,3,12,50,1,35,3,4
1,3,0,6,13899,2,1165,5,1,10,0,5,25,5,2
4,3,0,5,10844,1,400,5,9,14,5,20,45,0,0
4,3,0,6,14151,1,1450,5,12,9,35,9,45,5,13
6,2,1,6,15147,1,620,3,6,15,15,1,35,3,7
2,0,2,6,3898,0,175,6,15,7,45,10,40,0,0
3,2,1,6,6818,1,665,5,15,5,5,16,10,0,0
4,3,0,6,14781,1,1170,5,15,16,30,12,0,5,16
0,3,0,6,5192,2,500,5,21,15,10,23,30,0,0
4,2,1,6,14441,2,425,6,27,5,30,12,35,0,0
4,3,0,6,14151,1,1480,5,24,20,25,21,5,5,25
3,3,0,6,4226,1,220,5,18,19,35,23,15,0,0
1,2,1,6,13381,2,1380,5,27,20,15,19,15,5,28
6,2,1,6,10678,1,845,6,15,4,55,19,0,0,0
4,2,1,6,12242,1,440,3,27,11,30,18,50,0,0
4,4,3,5,4995,0,85,6,21,2,55,4,20,0,0
4,2,1,5,10262,1,450,6,1,20,55,4,25,6,2
8,3,0,7,3841,0,140,4,15,22,20,0,40,4,16
4,3,0,5,9663,1,960,5,9,20,0,12,0,5,10
3,3,0,6,5224,0,155,4,18,11,30,14,5,0,0
6,2,1,6,14533,1,730,5,18,7,5,19,15,0,0
8,4,3,6,2017,0,90,5,24,22,45,0,15,5,25
4,0,2,5,5769,0,185,6,12,18,55,22,0,0,0
6,2,1,6,11622,1,485,3,21,10,45,18,50,0,0
3,0,2,6,4823,0,175,4,3,18,55,21,50,0,0
4,0,5,5,7832,1,1280,3,21,14,5,11,25,3,19
6,2,1,6,9001,1,705,6,24,7,30,19,15,0,0
3,4,3,6,2754,0,90,6,27,12,0,13,30,0,0
4,0,2,6,7229,0,180,5,24,7,10,10,10,0,0
3,2,1,6,6937,1,280,3,9,21,5,1,45,3,10
1,3,0,6,13033,2,920,6,6,10,0,1,20,6,7
8,0,2,6,3625,0,160,5,3,5,55,8,35,0,0
4,2,1,6,13292,2,1295,6,27,21,25,19,0,6,28
1,0,5,6,12778,2,1525,3,12,8,50,10,15,3,13
8,3,0,7,3841,0,150,6,1,14,55,17,25,0,0
3,4,3,6,2227,0,85,3,18,21,20,22,45,0,0
8,3,0,6,6171,1,520,5,9,8,35,17,15,0,0
1,3,0,6,10676,2,1195,5,12,12,0,7,55,5,13
4,2,1,6,13014,2,1025,6,24,19,30,12,35,6,25
3,4,3,6,2754,0,90,3,18,2,30,4,0,0,0
1,2,1,6,8367,2,865,3,27,17,15,7,40,3,28
4,2,1,5,5177,1,1570,4,3,2,15,4,25,4,4
8,3,0,6,4174,0,150,4,18,17,10,19,40,0,0
6,2,1,6,9794,1,615,5,15,8,45,19,0,0,0
6,2,1,6,10486,1,385,5,27,9,45,16,10,0,0
6,2,1,6,15058,1,675,5,21,8,0,19,15,0,0
3,3,0,6,4804,0,155,4,27,22,15,0,50,4,28
4,2,1,6,17024,1,1665,3,6,16,0,19,45,3,7
2,3,0,6,8855,1,455,5,12,16,40,0,15,5,13
1,2,1,6,8372,1,640,6,9,21,0,7,40,6,10
4,4,3,5,4050,0,85,6,24,2,55,4,20,0,0
4,0,2,6,7229,0,175,5,12,11,10,14,5,0,0
8,4,3,7,2385,0,80,3,18,5,45,7,5,0,0
2,0,2,6,3898,0,170,6,24,11,40,14,30,0,0
3,0,5,6,6860,0,165,3,3,1,30,4,15,0,0
8,2,1,6,6749,1,315,5,27,6,5,11,20,0,0
1,3,0,6,15107,2,525,5,21,14,30,23,15,0,0
4,2,1,5,10368,2,1125,6,15,9,40,4,25,6,16
4,0,5,5,7832,1,860,3,21,7,0,21,20,0,0
8,4,3,7,2385,0,90,5,27,13,15,14,45,0,0
3,3,0,6,4804,0,150,6,24,14,25,16,55,0,0
1,2,1,6,8236,2,1595,3,21,16,40,19,15,3,22
3,2,1,6,6416,1,570,3,27,11,30,21,0,0,0
4,2,1,5,10262,1,450,6,9,11,30,19,0,0,0
4,2,1,6,14714,1,1210,6,9,22,50,19,0,6,10
8,3,0,6,7646,1,330,4,1,15,55,21,25,0,0
1,2,1,6,7480,1,765,6,1,20,40,9,25,6,2
10,1,4,6,11982,0,140,5,27,17,45,20,5,0,0
6,2,1,6,8309,1,520,5,18,10,35,19,15,0,0
4,2,1,5,13344,2,425,6,9,5,30,12,35,0,0
1,3,0,6,4227,1,890,4,1,19,0,9,50,4,2
1,2,1,6,9706,2,1180,3,21,12,0,7,40,3,22
8,4,3,6,2017,0,90,5,6,13,15,14,45,0,0
3,2,1,6,6442,1,835,6,12,8,35,22,30,0,0
4,0,2,6,8016,0,185,6,15,18,55,22,0,0,0
3,2,1,6,5298,1,320,4,1,6,50,12,10,0,0
10,0,2,6,4878,0,155,5,21,17,0,19,35,0,0
4,2,1,5,10262,1,865,6,24,14,0,4,25,6,25
3,3,0,6,4176,1,300,5,12,4,50,9,50,0,0
3,2,1,6,5883,1,845,6,15,11,25,1,30,6,16
6,2,1,6,12717,1,540,6,6,10,0,19,0,0,0
3,1,4,6,3850,0,140,5,12,7,55,10,15,0,0
3,1,4,6,3597,0,140,5,27,19,35,21,55,0,0
8,4,3,7,2175,0,90,5,9,13,15,14,45,0,0
0,0,2,6,7080,0,170,4,12,23,55,2,45,4,13
4,3,0,5,8849,1,665,4,1,21,10,8,15,4,2
4,3,0,5,9899,1,685,6,12,8,25,19,50,0,0
10,0,2,6,4878,0,160,6,15,7,0,9,40,0,0
6,2,1,6,7787,1,705,5,9,7,30,19,15,0,0
8,1,4,6,3597,0,140,5,3,17,45,20,5,0,0
2,2,1,6,5281,1,540,4,1,10,35,19,35,0,0
10,3,0,6,9345,1,1350,5,15,20,20,18,50,5,16
3,2,1,6,6442,1,635,6,24,11,55,22,30,0,0
3,2,1,6,6838,1,705,6,6,9,15,21,0,0,0
8,1,4,6,3597,0,140,6,3,17,45,20,5,0,0
8,4,3,6,3173,0,80,3,21,5,45,7,5,0,0
6,2,1,6,13377,1,435,6,3,18,15,1,30,6,4
4,3,0,5,9314,1,1295,5,9,20,25,18,0,5,10
6,2,1,6,9856,1,545,3,9,13,15,22,20,0,0
1,2,1,6,8372,1,675,5,21,8,0,19,15,0,0
4,3,0,5,7064,1,1400,4,1,18,55,18,15,4,2
3,3,0,6,4804,0,155,5,1,22,15,0,50,5,2
4,2,1,5,13029,2,810,5,27,5,30,19,0,0,0
3,2,1,6,7640,1,490,5,24,14,20,22,30,0,0
4,0,5,6,22270,1,435,3,1,8,0,15,15,0,0
1,0,2,6,4441,0,170,4,1,21,5,23,55,0,0
4,2,1,5,12898,1,1165,5,27,9,0,4,25,5,28
4,3,0,5,7064,1,1285,4,1,18,55,16,20,4,2
4,3,0,5,10844,1,740,6,9,8,25,20,45,0,0
8,3,0,6,4174,0,145,6,9,9,0,11,25,0,0
4,3,0,5,8529,1,1695,6,12,16,30,20,45,6,13
3,0,2,6,3625,0,170,5,21,22,10,1,0,5,22
3,0,2,6,3419,0,175,5,21,0,30,3,25,0,0
3,1,4,6,3850,0,145,5,24,5,15,7,40,0,0
1,3,0,6,12802,2,1255,5,24,16,50,13,45,5,25
8,2,1,6,9748,1,360,3,6,15,55,21,55,0,0
3,2,1,6,6104,1,500,6,3,17,10,1,30,6,4
3,0,2,6,3943,0,180,6,21,21,15,0,15,6,22
3,2,1,6,7514,1,560,6,3,6,50,16,10,0,0
4,0,5,6,18308,0,160,3,6,19,55,22,35,0,0
1,4,3,6,17327,2,255,3,6,21,10,16,55,0,0
1,2,1,6,8892,2,1115,3,27,13,5,7,40,3,28
6,2,1,6,9794,1,520,5,27,10,20,19,0,0,0
3,0,2,6,4423,0,175,4,1,0,30,3,25,0,0
4,3,0,5,10844,1,1485,5,24,20,0,20,45,5,25
4,2,1,6,15554,1,1485,5,9,18,15,19,0,5,10
10,1,4,6,11982,0,140,5,1,17,45,20,5,0,0
3,4,3,6,4049,0,90,6,3,6,25,7,55,0,0
3,3,0,6,5618,0,155,3,24,14,20,16,55,0,0
1,2,1,6,13591,2,1380,6,27,20,15,19,15,6,28
6,2,1,6,9508,1,930,5,27,10,0,1,30,5,28
8,1,4,7,3543,0,135,6,18,9,45,12,0,0,0
4,0,2,6,7229,0,185,4,18,18,55,22,0,0,0
10,0,2,6,4668,0,170,6,18,11,30,14,20,0,0
4,3,0,6,14388,1,1200,5,21,14,5,10,5,5,22
4,3,0,5,10844,1,1025,5,15,18,55,12,0,5,16
1,2,1,6,7690,1,765,6,9,20,40,9,25,6,10
4,3,0,6,13067,1,1450,5,21,9,35,9,45,5,22
8,4,3,7,1965,0,90,4,3,5,45,7,15,0,0
4,2,1,6,16289,1,1610,3,9,16,0,18,50,3,10
1,3,0,6,10203,1,745,5,12,20,30,8,55,5,13
4,3,0,6,15149,1,570,5,6,14,5,23,35,0,0
10,3,0,6,9345,1,385,5,21,17,0,23,25,0,0
8,4,3,6,2017,0,90,5,18,5,45,7,15,0,0
10,3,0,6,9345,1,975,5,15,7,10,23,25,0,0
1,3,0,6,6528,1,1485,5,6,14,35,15,20,5,7
6,2,1,6,15603,1,380,3,3,7,0,13,20,0,0
4,2,1,6,13376,2,1300,6,24,6,45,4,25,6,25
8,2,1,6,5583,1,315,6,27,6,5,11,20,0,0
4,2,1,5,10577,1,1620,6,9,16,0,19,0,6,10
1,2,1,6,10651,2,1180,5,15,12,0,7,40,5,16
4,3,0,5,7594,1,875,6,12,14,5,4,40,6,13
0,3,0,6,6857,1,220,5,1,6,50,10,30,0,0
3,0,2,6,4423,0,170,4,27,13,0,15,50,0,0
